Ano de eleição;Cargo;Cor/raça;Detalhe da situação de candidatura;Faixa etária;Gênero;Grau de instrução;Região;Situação de candidatura;Situação de totalização;Turno;UF;Quantidade de candidatos;Quantidade de candidatos eleitos;Quantidade de candidatos para o 2º turno;Quantidade de candidatos não eleitos;Quantidade de candidatos suplentes;Quantidade de candidatos não informados;Data de carga
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;NORDESTE;Apto;Eleito;1;SE;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;AL;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;BA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;NORTE;Apto;Eleito;1;RO;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;NORTE;Apto;Eleito;1;TO;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;NORTE;Apto;Não eleito;1;AP;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;NORTE;Apto;Não eleito;1;TO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;SUDESTE;Apto;Não eleito;1;RJ;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior completo;SUL;Apto;Não eleito;1;PR;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;60 a 64 anos;Masculino;Superior incompleto;SUL;Apto;Não eleito;1;PR;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Feminino;Ensino Médio completo;NORDESTE;Apto;Eleito;1;PI;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Feminino;Lê e escreve;CENTRO-OESTE;Apto;Não eleito;1;MT;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Feminino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;MT;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Feminino;Superior completo;NORDESTE;Apto;Não eleito;1;PE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Feminino;Superior completo;SUDESTE;Apto;Não eleito;1;RJ;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Ensino Fundamental incompleto;NORTE;Apto;Não eleito;1;TO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Ensino Médio completo;CENTRO-OESTE;Apto;Não eleito;1;MS;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Ensino Médio completo;NORDESTE;Apto;Não eleito;1;PI;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Ensino Médio completo;SUDESTE;Apto;Eleito;1;RJ;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Eleito;1;DF;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Eleito;1;GO;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;DF;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;GO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;MT;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;NORDESTE;Apto;Eleito;1;MA;2,0;2,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;NORDESTE;Apto;Eleito;1;PI;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;CE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;PE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;NORTE;Apto;Não eleito;1;RO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;SUDESTE;Apto;Não eleito;1;MG;2,0;0,0;0,0;2,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;SUDESTE;Apto;Não eleito;1;SP;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;65 a 69 anos;Masculino;Superior completo;SUL;Apto;Eleito;1;RS;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Feminino;Ensino Médio completo;NORDESTE;Apto;Não eleito;1;PE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Ensino Fundamental completo;NORTE;Apto;Não eleito;1;PA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Ensino Fundamental completo;SUL;Apto;Não eleito;1;SC;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;GO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;MS;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Superior completo;NORTE;Apto;Não eleito;1;RO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Superior completo;SUDESTE;Apto;Eleito;1;SP;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Superior completo;SUDESTE;Apto;Não eleito;1;MG;2,0;0,0;0,0;2,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Superior completo;SUL;Apto;Eleito;1;SC;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;70 a 74 anos;Masculino;Superior completo;SUL;Apto;Não eleito;1;PR;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;75 a 79 anos;Feminino;Ensino Médio incompleto;CENTRO-OESTE;Apto;Não eleito;1;DF;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;75 a 79 anos;Feminino;Superior completo;SUL;Apto;Eleito;1;SC;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;75 a 79 anos;Feminino;Superior incompleto;SUDESTE;Apto;Não eleito;1;RJ;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;75 a 79 anos;Masculino;Superior completo;NORDESTE;Apto;Eleito;1;PB;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;75 a 79 anos;Masculino;Superior completo;SUL;Apto;Não eleito;1;SC;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;80 a 84 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;RN;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;80 a 84 anos;Masculino;Superior completo;NORTE;Apto;Não eleito;1;RO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;85 a 89 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;DF;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Deferido;90 a 94 anos;Masculino;Ensino Fundamental incompleto;NORTE;Apto;Eleito;1;TO;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;35 a 39 anos;Masculino;Superior completo;SUDESTE;Inapto;Não eleito;1;MG;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;40 a 44 anos;Masculino;Ensino Fundamental incompleto;NORDESTE;Inapto;Não eleito;1;CE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;40 a 44 anos;Masculino;Ensino Médio completo;NORTE;Inapto;Não eleito;1;RO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;45 a 49 anos;Feminino;Superior completo;NORDESTE;Inapto;Não eleito;1;AL;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;45 a 49 anos;Feminino;Superior completo;NORTE;Inapto;Não eleito;1;AP;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;45 a 49 anos;Feminino;Superior completo;SUDESTE;Inapto;Não eleito;1;RJ;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;45 a 49 anos;Masculino;Superior completo;NORTE;Inapto;#NULO#;1;AM;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;50 a 54 anos;Feminino;Ensino Médio completo;SUL;Inapto;#NULO#;1;PR;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;50 a 54 anos;Masculino;Ensino Fundamental completo;CENTRO-OESTE;Inapto;Não eleito;1;GO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;50 a 54 anos;Masculino;Ensino Médio completo;NORDESTE;Inapto;#NULO#;1;SE;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;50 a 54 anos;Masculino;Ensino Médio completo;NORTE;Inapto;Não eleito;1;AP;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;50 a 54 anos;Masculino;Ensino Médio incompleto;SUDESTE;Inapto;#NULO#;1;ES;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;50 a 54 anos;Masculino;Superior completo;SUDESTE;Inapto;Não eleito;1;SP;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;55 a 59 anos;Masculino;Superior completo;SUL;Inapto;Não eleito;1;RS;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;60 a 64 anos;Masculino;Superior completo;CENTRO-OESTE;Inapto;Não eleito;1;DF;2,0;0,0;0,0;2,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;60 a 64 anos;Masculino;Superior completo;NORTE;Inapto;Não eleito;1;RO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;60 a 64 anos;Masculino;Superior completo;SUDESTE;Inapto;Não eleito;1;SP;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;65 a 69 anos;Masculino;Superior completo;SUDESTE;Inapto;Não eleito;1;RJ;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido;65 a 69 anos;Masculino;Superior completo;SUL;Inapto;#NULO#;1;PR;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Indeferido com recurso;55 a 59 anos;Feminino;Ensino Médio completo;SUL;Apto;Não eleito;1;SC;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;30 a 34 anos;Masculino;Superior completo;NORDESTE;Inapto;#NULO#;1;MA;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;35 a 39 anos;Masculino;Superior completo;SUDESTE;Inapto;#NULO#;1;ES;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;40 a 44 anos;Masculino;Superior completo;NORDESTE;Inapto;#NULO#;1;MA;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;45 a 49 anos;Masculino;Superior completo;CENTRO-OESTE;Inapto;#NULO#;1;MS;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;45 a 49 anos;Masculino;Superior incompleto;CENTRO-OESTE;Inapto;#NULO#;1;MT;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;50 a 54 anos;Feminino;Ensino Médio completo;SUL;Inapto;#NULO#;1;PR;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;50 a 54 anos;Feminino;Superior completo;NORDESTE;Inapto;#NULO#;1;BA;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;50 a 54 anos;Masculino;Ensino Médio completo;NORTE;Inapto;#NULO#;1;TO;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;50 a 54 anos;Masculino;Ensino Médio incompleto;CENTRO-OESTE;Inapto;#NULO#;1;MS;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;55 a 59 anos;Masculino;Superior incompleto;SUL;Inapto;#NULO#;1;SC;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;60 a 64 anos;Masculino;Ensino Médio completo;CENTRO-OESTE;Inapto;#NULO#;1;DF;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;60 a 64 anos;Masculino;Superior completo;NORDESTE;Inapto;#NULO#;1;CE;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;60 a 64 anos;Masculino;Superior completo;NORTE;Inapto;#NULO#;1;TO;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;65 a 69 anos;Masculino;Ensino Médio completo;NORTE;Inapto;#NULO#;1;AC;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;65 a 69 anos;Masculino;Superior completo;CENTRO-OESTE;Inapto;#NULO#;1;GO;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;65 a 69 anos;Masculino;Superior completo;NORDESTE;Inapto;#NULO#;1;PB;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Branca;Renúncia;65 a 69 anos;Masculino;Superior completo;SUDESTE;Inapto;#NULO#;1;SP;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:01:32
2018;1º Suplente;Indígena;Deferido;35 a 39 anos;Masculino;Ensino Médio completo;NORTE;Apto;Não eleito;1;RR;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Indígena;Deferido;45 a 49 anos;Masculino;Ensino Médio completo;NORTE;Apto;Não eleito;1;RR;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Indígena;Indeferido com recurso;45 a 49 anos;Masculino;Lê e escreve;NORTE;Apto;Não eleito;1;PA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Não divulgável;Aguardando julgamento;Não divulgável;Não divulgável;Não divulgável;CENTRO-OESTE;Cadastrado;#NULO#;1;MT;13,0;0,0;0,0;0,0;0,0;13,0;2023-05-14 11:02:46
2018;1º Suplente;Não divulgável;Indeferido;Não divulgável;Não divulgável;Não divulgável;NORTE;Inapto;#NULO#;1;AC;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:02:46
2018;1º Suplente;Não divulgável;Renúncia;Não divulgável;Não divulgável;Não divulgável;NORTE;Inapto;#NULO#;1;RO;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:02:46
2018;1º Suplente;Não divulgável;Renúncia;Não divulgável;Não divulgável;Não divulgável;SUDESTE;Inapto;#NULO#;1;MG;1,0;0,0;0,0;0,0;0,0;1,0;2023-05-14 11:02:46
2018;1º Suplente;Parda;Deferido;30 a 34 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;MT;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;30 a 34 anos;Masculino;Superior completo;NORTE;Apto;Não eleito;1;AM;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Feminino;Superior completo;NORTE;Apto;Não eleito;1;TO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Ensino Fundamental completo;NORDESTE;Apto;Não eleito;1;MA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Ensino Médio completo;NORDESTE;Apto;Não eleito;1;PI;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Ensino Médio completo;NORDESTE;Apto;Não eleito;1;RN;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Ensino Médio completo;NORTE;Apto;Não eleito;1;AM;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Ensino Médio incompleto;CENTRO-OESTE;Apto;Não eleito;1;MT;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;DF;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Superior completo;NORDESTE;Apto;Eleito;1;SE;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Superior completo;NORTE;Apto;Eleito;1;RR;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Superior completo;SUDESTE;Apto;Eleito;1;MG;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Superior incompleto;NORTE;Apto;Não eleito;1;AP;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;35 a 39 anos;Masculino;Superior incompleto;NORTE;Apto;Não eleito;1;PA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Feminino;Ensino Fundamental incompleto;NORDESTE;Apto;Não eleito;1;SE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Feminino;Superior completo;NORTE;Apto;Eleito;1;RR;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Feminino;Superior completo;NORTE;Apto;Não eleito;1;AC;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Feminino;Superior completo;NORTE;Apto;Não eleito;1;PA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Feminino;Superior incompleto;NORDESTE;Apto;Não eleito;1;SE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Ensino Fundamental completo;NORDESTE;Apto;Não eleito;1;BA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Ensino Médio completo;NORDESTE;Apto;Não eleito;1;AL;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Lê e escreve;NORDESTE;Apto;Não eleito;1;SE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;MT;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;BA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;PI;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;RN;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Superior completo;NORTE;Apto;Eleito;1;AP;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;40 a 44 anos;Masculino;Superior completo;NORTE;Apto;Não eleito;1;TO;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Feminino;Superior completo;NORDESTE;Apto;Não eleito;1;RN;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Feminino;Superior incompleto;NORTE;Apto;Não eleito;1;AP;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Ensino Fundamental completo;CENTRO-OESTE;Apto;Não eleito;1;MS;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Ensino Médio completo;CENTRO-OESTE;Apto;Não eleito;1;MS;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Ensino Médio completo;NORDESTE;Apto;Não eleito;1;MA;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Ensino Médio completo;SUL;Apto;Não eleito;1;RS;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Superior completo;CENTRO-OESTE;Apto;Não eleito;1;MT;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Superior completo;NORDESTE;Apto;Eleito;1;CE;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Superior completo;NORDESTE;Apto;Não eleito;1;PB;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Superior completo;NORTE;Apto;Eleito;1;PA;1,0;1,0;0,0;0,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Superior completo;NORTE;Apto;Não eleito;1;AC;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;45 a 49 anos;Masculino;Superior incompleto;SUDESTE;Apto;Não eleito;1;ES;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;50 a 54 anos;Feminino;Ensino Médio completo;NORDESTE;Apto;Não eleito;1;PE;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
2018;1º Suplente;Parda;Deferido;50 a 54 anos;Feminino;Ensino Médio completo;NORTE;Apto;Não eleito;1;AM;1,0;0,0;0,0;1,0;0,0;0,0;2023-05-14 11:01:32
